Note,Commentaire
0,"Une course poursuite pour la vie dans ce thriller/épouvante pas trop réussi, le scénario vire du banal au grotesque tout comme certaines scènes dont on se serait vraiment passé, on saluera tout de même quelques originnalités dans la mise en scène. A cela s'ajoute un grand déséquilibre dans la prestation des acteurs entre le bon et le très mauvais. Pas indispensable ..."
0,"La première scène est terrible puis c'est le néant avec un scénar ridicule et une suite de tueries sanglante vu 1 milliard de fois et juisqu'a la fin que l'on devine assez facilement. Mention spécial à la scène ou avec un soldat tous les 2 mètres, 2 gamins réussisent à s'échapper de la zone contrôlé. Et dire qu'il vont faire 28 mois plus tard, 28 ans après, 28 siècles ensuite, 28 millions d'années et des plost......................"
0,"Sorti sous les dithyrambes de la critique française, 28 semaines n'est pas la bombe de terreur annoncée...Passé un premier quart d'heure époustouflant et à la mise en scène soignée, on s'enlise dans un grand n'importe quoi scénaristique à la mise en scène systématiquement épileptique qui file davantage la migraine que la trouille.Le premier opus n'était pas parfait mais il avait le grand mérite de traiter son sujet de front et sans chichis : Les zombies attaquent... SAUVE QUI PEUT !Ici on se coltine une espèce de machin lourdingue sur la famille et la nature humaine (et parait t'il aussi sur l'intervention US en Irak...) qui, outre le fait d'être souvent gonflant, s'avère souvent peu crédible...Papa zombie qui piste sa progéniture durant la moitié du film est un des nombreux exemples de l'absurdité du scénario...Mais une des scènes finales, dans l'obscurité d'un escalator de métro avec un fusil infra rouge pour seul guide atteint des sommets d'artificialité et fait davantage penser à un jeu vidéo qui pourra en être adapté qu'à du cinoche... Juan Carlos Fresnadillo devrait revoir d'urgence The Descent et La nuit des morts vivants, tant qu'il y est...Le filmage constant caméra à l'épaule est, lui, beaucoup trop systématique pour être vraiment efficace... S'il opère à merveille durant les scènes d'attaques, il est totalement horripilant pendant les scènes d'exposition et il montre, à retardement, combien la mise en scène de Danny Boyle dans le 1er volet était subtile.Un exemple édifiant: dans 28 jours, on découvrait Manchester en flamme, d'abord dans le regard consterné des protagonistes, puis dans l'élargissement du plan, on découvrait la ville au loin, au bout de la route, dominée par les flammes.. Dans 28 semaines, c'est tout le coeur de Londres qui est bombardé au napalm et filmé en surabondance par hélicoptère façon Independance day... C'est spectaculaire, certes, mais si ennuyeux.Bref, un réalisateur de film d'horreur espagnol surestimé...un de"
0,"Autant la mayonnaise avait plutôt prise sur le premier volet réalisé par Danny Boyle, autant cette pale suite est vraiment sans intérêt et il est difficile de comprendre comment 28 Weeks Later peut obtenir une note supérieure par rapport à son prédécesseur tant les défauts et les manques sont ici criants.Le scénario est plus que médiocre, linéaire et sans surprise. Il s'appuie sur beaucoup d'illogismes, d'incohérences et de lourds clichés qui pénalisent grandement la crédibilité de l'intrigue, qui part ailleurs ne présente que peu d'intérêt. On ne sait pas trop vers quoi court ce groupe, mais il court et on a vite fait de comprendre, au bout de 45 minutes seulement, le bourbier dans lequel on s'est engagé. Même la réalisation, qui était le grand point fort du premier opus, est mauvaise, Fresnadillo usant et abusant de plans beaucoup trop frénétiques.Le seul point positif qu'on pourrait tirer de ce film, sont les décors d'une Londres encore une fois désertée qui font toujours leur petit effet."
0,"Bousasse new age qui n'a ni queue, ni tête. Film à jeter 
spoiler: 
(j'ai jeté le DVD à la poubelle) 
Fuyez!"
0,"Un film de Juan Carlos Fresnadillo (2007) qui est donc la suite du film de Danny Boyle de 2002. ''Bruyant et grotesque'' résumait ''Libération'', c'est méchant ! Ce film est un tissu d'incohérences à peine croyables, et en prime on a droit à un jeune garçon dans le pur style tête à claques. Pourtant ça se laisse regarder jusqu'au bout, pourtant c'est mieux que le premier. Mais ça ne marquera pas l'histoire du cinéma."
0,"Ce film est un véritable navet.Les 3 premières minutes sont bien et après le film se gatte rapidement avec des scènes d'action ou on ne comprend rien tellement c'est mal filmé.Des scènes de violence gratuite mais aucune scène de suspense ni aucun sursaut.Un scénario pas très original avec des personnages pas intriquant et attachant pour un sou.Un film nul,pas original ni impréssionnant juste avec des scènes de violence gratuite mal faite."
0,Nullissime!!Passez votre chemin ! Pure navet ! Des le debut le film n a pas l air terrible et ca va pas en s arrangeant ! Mal joue en plus
0,"Le film réussit à déranger à ne jamais laisser le spectateur se reposer, toujours en mouvement, le fond du film perd donc en profondeur et tout est attendu, jamais surpris. dommage il suffirait de travailler un peu plus sur les personnages, leur psychologie, pour pouvoir davantage s'y projeter et être encore plus à fond...."
0,"Autant le premier volet etait captivant, novateur et palpitant, autant cette suite est plate, ennuyante et prévisible. Sans interet..."
0,"Une maladie, des êtres proches de zombies, un film peu palpitant malgré la présence de Robert Carlyle.PLV : film qui se voudrait grand spectacle"
0,"Beaucoup moins bien que 28 jours plus tard, le premier volet. Ici, aucun charme, pas d'originalité par rapport à un autre film du même genre.Quelques scènes réussies, mais rien à voir avec la dizaine de scènes cultes du premier film."
0,"J'ai trouvé ce film moyen, je m'attendais à mieux qu'à un scenario aussi classique de contaminés pseudo mort-vivant qui cherchent juste a mangé de la chair humaine, de plus l'histoire principale ne présente aucun n'intêret apart la lassitude des bonheurs et malheurs familiaux. Certains plans sont mal filmés, alors que d'autres sont epoustouflant ( Londres est très jolie par vue aerienne ). Le son est assez mal dosé, on passe de la petite voie aux gros hurlements, à la longue ça devient insuportable, un point fort du film est sa musique exceptionnel et grandiose. Hélas, ce film reste ordinaire, il n'est pas indispensable."
0,"Juan Carlos Fresnadillo a, sans aucun doute, fait mieux que son prédécesseur Danny Boyle (oui moi aussi ça m'a étonné). Comme le 1er opus ''28 jours plus tard'', le fait de voir des zombies traçant à la vitesse de l'éclair m'exaspère encore une fois, mais bon, on a bien compris que c'était le délire de cette saga qui mise sur l'accentuation de la force avec cette contamination. On retrouve de bons acteurs, des plans et des effets plus soignés que le précédent épisode (il n'y a pas de mal vous me direz). En revanche je ne sais pas si Robert Carlyle se téléporte ou comment, mais il est partout, ça devient lourd et débile. Bref, un film sans plus, loin d'être nécessaire, qui essaye toutefois de surprendre dans sa chronologie des morts, même si la jaquette offre un indice."
0,"Un film de zombie somme toute ''classique'' dont on retiendra surtout la musique finale, pregnante."
0,"Si on le compare au premier, il est mauvais. C'est beaucoup moins réaliste, les personnages enchaînent conneries sur conneries et la plus part des scènes d'actions sont très mal filmées... Et en plus c'était prévisible, au moins il reste divertissant."
0,"Cool ,mais moins mordant que le premier !."
0,"Une suite indigne d'un excellent film.Un scénario décousu et sans saveur, des plans qui font pâle figure face à ceux de Danny Boyle, des personnages incomplets.Un abus de scènes où la caméra va dans tous les sens, ce qui est une facilité de réalisation quand on ne sait pas tourner des scènes d'action.Tout n'est pas non plus à jeter, et le film est regardable.Mais il souffre beaucoup de la comparaison avec le premier du nom."
0,"Navré mais je n'adhère pas à cette suite qui n'apporte rien de plus. Le premier apportait du sang neuf au genre si je puis dire alors que cette suite se contente d'exploiter le filon.Domage, tout simplement. Ils étaient capable de mieux vu le travail réalisé pour le premier."
0,"Très très très très Mauvais film avec un grand ''M''. En effet, tout comme le pense les autres malheureux spectateurs de ce navet, le début est plutôt pas mal dans les 5 premières minutes environ, et puis, voilà l'horreur qui commence. Horreur dans le sens où les 90 minutes restantes sont complètements pourries!Les scènes s’enchaînent de manière tout à fait improbable, nombreux personnages font preuve d'une grande stupidité, le scénario est bancal à souhait, les scènes de violence sont d'une vraie boucherie sans motif valable, bref, je n'arrive pas à comprendre comment cette daube a pu avoir d'aussi bonnes critiques! On est loin, très loin du premier opus, tellement loin que les deux films n' en sont même pas comparable.Passez votre chemin si vous voulez éviter une perte de temps et de morale. Parce qu' après avoir passé une heure et demi devant cette bouse, on se demande si notre monde n'est pas déjà aussi pourri que celui dans le film quand on voit que près de 800 personnes, sans compter la presse, lui ont attribué 4 étoiles ou plus!"
0,"Si cette suite reprend les atouts du premier opus, à savoir une musique enivrante, une ambiance grisante de la ville de Londres, … et un scénario que se base sur la reconstruction après la contamination ; Le film sombre vite dans la facilité et les clichés en tout genre. Décevant pour ceux qui ont apprécié le premier volet."
0,"Il ne fait décidément pas bon être contagieux. Dans la lignée des autres. Pas mal dans le genre, sans peur et avec quelques reproches"
0,"Je ne mets même pas une étoile pour avoir fait l'énorme effort de vider Londres rien que pour tourner des scènes de ville déserte, même si c'est la seule chose de bien dans ce film.J'aime bien le réalisateur, le 1er film et surtout sunshine.. mais dans 28 semaines, tout est raté surtout le scénario..On y croit pas..Comme dirai bigard, avec les films d'horreur on nous prend trop pour des cons.. rien n'est rationnel, les gens réagissent pas normalement.."
0,"Le premier quart d’heure reprend complètement l’esprit de « 28 jours… » mais la suite est ennuyeux, absurde et gore, j’ai l’impression que le souci principal du réalisateur était de montrer une Angleterre vide d’habitants pour faire mieux que Boyle, mais la véritable chose vide de ce film c’est le scénario…. : Rapatrier des gens dans un pays non encore décontaminé 7 mois après le début du fléau et les cloitrer dans une zone protégé par des militaires américains !!! Lesquels avec tout leur arsenal se font massacrer en moins de 5 mn, et ils ne sont pas foutues de mettre un garde devant la seule personne capable de relancer l’épidémie…..pas très efficace cette armée…Alors après ca on a le droit à tout : Londres passé au Napalm , des américains qui tirent sur d’autres américains pour sauver 5 pauvres innocent, un père enragé dont la seule obsession est de tuer ses enfants, un déchiquetage de zombie avec une tondeuse à gazon géante. Bref on est bien loin de « 28 jours » mais au mois le réalisateur aura eu son ticket pour Hollywood."
0,"Bien, mieux que le 1 pour moi mais ne vaut pas le détour, ça reste un film d'horreur;"
0,"Tellement frénétique, tellement déjà vu que c'est inévitablement nul.Pour ceux qui aiment les films de zombies qui veulent dire quelquechose, rattrapez-vous sur Fido, sorti cet été."
0,"Reprenant les affres de réalisation excessivement agitée de son prédécesseur, ce volet ne vaut guère mieux que le premier opus et en plus d'être ennuyeux vous gratifiera de potentiels maux de tête."
0,"Suite ratée de 28 jours plus tard, d'accord c'est gore, c'est violent, il y a des moyens mais il n'y a pas de scénario, c'est juste une suite de plans qui pourrait être vus dans n'importe quel ordre, le peu d'histoire est prévisible, comme par hasard le père zombi revient toujours, et la suite ... 28 mois plus tard, 28 ans plus tard, ... LOL"
0,"La bande annonce pouvait faire craindre le nanar sans substance. Même si le début ne nous rassure pas immédiatement, force nous est de constater que par la suite on se laisse mener par une ambiance subtilement travaillée et une intrigue conduite avec maîtrise. A par quelques passages épileptiques, on évite tous les écueils du genre et on se laisse vraiment prendre par l’histoire. Cependant, rien de véritablement nouveau dans cette suite, qui sait jouer des cartes déjà posées par le premier épisode sans forcément y apporter la même substance. Bref, voila un film au fond plutôt agréable et qui ne semble pas éclabousser un premier opus mémorable. C’est déjà ça."
0,"Une demi-étoile pour la première scène, virtuose. Le reste du film n'a aucun intérêt."
0,Je ne comprend pas pk il est mieuw note que le premier a mes yeux en tant que suit il est raté pas le meme esprit paq filme de l meme facon en tant que film a part entiere il est tout juste moyen une intro ridicule une histoire pas vraiment passionnante et des acteurs risibles
0,"Se voulant réaliste et puissant, ''28 semaines plus tard'' noie les qualités qu'il défend par l'usage excessif de clichés et de raccourcis scénaristiques dérisoires qui laissent songeurs. Continuant l'aventure, déjà peu glorieuse, débutée par Danny Boyle quelques années plus tôt, Juan Carlos puise dans toutes ses ressources pour nous fournir une mise en scène classique à la photographie horrible et aux angles de caméras peu immersifs. On n'y retrouve pourtant un bon trio d'acteurs où le vilain Robert Carlyle joue les troubles faits. Accompagné d'une Rose Byrne peu inspirée et d'un Jeremy Renner trop talentueux pour perdre son temps dans ce type de production, l'acteur britannique voit son jeu décroître tout comme le film en général qui termine dans une atmosphère étouffante d’ennui et de fatigue visuelle."
0,"Violent, stressant. Une histoire classique, mais mené tambour battant. Distrayant."
0,"L'avantage des zombies, pour le cinéma, c'est qu'il n'est pas nécessaire de se creuser trop longtemps pour justifier une suite. Mais voyons les choses du bon côté, ça nous permet d'avoir des films de zombies plus souvent... Non, c'est pas un bon argument en fait, désolé."
0,"Aie aie aie!! Non content d'avoir déjà pillé la saga des zombies de romero pour nous chier la première merde qu'était 28 jours plus tard,danny boyle remet le couvert en déléguant cette fois ci la réalisation de ce sommet de nullité à un réalisateur espagnol inconnu au bataillon! Repompant le master de pittsburgh avec cette histoire de ville bunker sous tutelle américaine (comme dans land of the dead),28 semaines plus tard,faute d'avoir un scénario digne de ce nom,s'évertue à maintenir la pression à grand renfort de scènes chocs,que seule la crédulité visiblement sans bornes d'un publique déjà acquis à la cause accrédite encore dans son postulat d'être un film à part entière (pour tous les autres ça s'appelle du foutage de gueule!) Peu importe donc que l'histoire soit truffée d'incohérences (la mère qui,à défaut de se faire déchiqueter comme les autres,se fait gentiment mordre le bras!) de facilités scénaristiques débiles (le contaminé robert carlyle,seul zombie ''intelligent'' qui sélectionne ses proies et utilise sa carte d'accès pour se balader tranquillement!) jusqu'au final à la pointe de l'absurdité (le même papa zombie qui attend tout seul que ses enfants,sur la centaine de stations de métro de londres,choisissent justement celle où il se trouve pour se cacher des méchants snipers!),sans parler de tout ces éléments débiles,comme le fait que les zombies meurent d'avoir respiré un gaz toxique (auquel les héros échapperont en se réfugiant dans une voiture visiblement hermétique!),les mêmes zombies supposé mourir de faim mais s'accommodant fort bien d'avoir été coupé en deux par un hélicoptère! Bref,du bon gros n'importe quoi du moment que ça continue de jicler,de hurler,de trucider,sans que tout le reste ne semble avoir la moindre importance.Vous voilà prévenu!"
0,"personnellement je n'est pas aimé le premier mais j'ai quand meme voulu voir le deuxieme et ben je n'es pas aimé non plus.L'histoire et tres moyenne et je n'aime pas du tout la maniere donc c'est filmé quand un zombie attaque, l'image est tres brouillon et de plus il ne fait pas peur du tout ."
0,"trop court,trop gore,trop simplet,trop baclé 1/4 d'heure de début où un enfant chope le virus et contamine les gens,puis le reste du film est composés de coups de feu et de méchants zombies qui s'entretuent,et puis la fin est carrément nul ( entre Transformers,GI Joe et ce film,je sais pas pourquoi mais les nanars attaquent Paris ) en un mot : fuyez ce film comme un zombie"
0,"Tous comme le premier, j'ai pas adhéré. Je prefere regarder des films comme doomsday ou resident evil. Ce film la ne m'attire pas, je m'ennuie. Bref a peu prés le même commentaire que j'ai fait pour le premier mais.....Moi perso j'aime pas mais j'irai pas jusqu'a dire navet ! Parce que c'est malgré tout un super film mais j'aime pas le contexte ! Je n'ai jamais pu le terminer !"
0,Nettement moins bon que le premier volet de la série (appelle un troisième film).
0,"Ni le film de l'année ni la daube du siècle, 28 semaines plus tard s'en sort correctement. Aucune originalité, aucune prouesse ni dans les effets spéciaux ni dans le jeu des acteurs, mais j'ai apprécié la mise en scène moderne et nerveuse."
0,"Tout simplement pathétique, un film sans finesse, vous me direz, ce n'est pas ce qu'on peut attendre du genre, mais à ce point c'est tout simplement ahurissant de bétise. Autant certains films d'horreur peuvent être divertissants, mais là, malgré un scénario sommes toute séduisant sur le papier, le film sombre très vite dans le gore pour le gore à cause d'une réalisation plus que médiocre, des interprètes en dessous de tout et un cadrage tremblotant sans objet... Un navet de série Z sauce hémoglobine de synthèse à éviter à tout prix..."
0,Une grosse daube. Rien à dire de plus. Dommage pour Carlyle.
0,"Les scènes d'attaque sont insupportables... Les plans ne dure pas plus d'une seconde dans ce moments là, la caméra est secouée dans tous les sens, avec des flashs clignotants. De quoi devenir épileptique. Ce mode de prise, avec la caméra qui est secouée, ce n'est pas du tout plaisant, vraiment. Ça m'a fichu un de ces mal de crâne! Et je peux à la limite comprendre ce genre de prise lorsqu'il s'agit d'un film présenté comme ayant été tourné par un des personnages (à la Cloverfield par exemple). Mais là, ce n'est pas le cas.... Aucun intérêt à le faire. Probablement le réalisateur s'est dit que ça donnerait un côté encore plus paniquant ou je ne sais quoi, mais ça rend juste ces scènes irregardables. Au lieu d'avoir peur pour les protagonistes, d'être angoissée, d'être stressée, bah... Je pensais juste ''bon sang, vivement que ça s'arrête et que la caméra se stabilise''. Pourtant, j'adore les films et les scènes d'attaques de zombies. Mais quand on peut fixer la scène des yeux.J'ai faillis arrêter le film au bout de 10min tant la première scène m'a bousillé les yeux. J'ai donc mis en pause, et j'ai attendu quelques heures, avant de me dire qu'il fallait lui laisser une chance, vu la notoriété des deux films. Alors j'ai poussé jusqu'au bout, mais franchement je ne le regarderai pas une deuxième fois et je ne le conseillerai pas."
0,"Moins bon que le premier, mais bon, même si l'action est totalement prévisible et d'un banal quelque peu affligeant et bien le film reste assez sympa à regarder et a quelques bonnes idées, trop peu nombreuses, face au invraisemblance du scénario."
0,"Une suite décevante...Dans les premières scènes, on pense retrouver l'esprit du premier opus: camera nerveuse, ambiance tendue...mais on se rend vite compte que D.Boyle n'est plus là et qu'on aura droit à un film qui se sert de ''28 jours plus tard'' comme prétexte à une suite plus violente, plus musclée et plus malsaine.Si certains passages sont réussis (notamment la fin), on ne peut que regretter certains excès de violence qui ne servent à rien si ce n'est qu'à écoeurer les âmes sensibles...quand je dis ça je pense notamment au moment où le père est contaminé...il est contaminé, et puis c'est parti!Il vomi du sang, il hurle, il crache du sang, il tue sa première victime, lui crève les yeux, lui arrache la gorge...etc etc ...et puis quoi encore !?Je pense qu'on avait saisi le truc dans le premier épisode lorsque les contaminés se contentaient ''juste'' de mordre ou de se griffer une ou deux fois pour refiler le virus.Cette suite n'a donc pas d'imagination, elle entend juste profiter de la réussite du premier épisode pour nous servir un films bien dégeu, bien voyeur comme la plupart des films d'horreur actuels.Cette surenchère à la violence n'a pas de sens et est dérangeante sans même faire plus peur...alors à quoi ça sert ?"
0,Que les militaires sont incompétents !! il ne savent même pas protéger un pont ...
0,"pour un film de zombies, plutôt pas mal réussi dans le genre. la tension est maintenue mais quelques invraisemblances subsistent et l'on peut également déplorer trop de mouvements caméra."
0,"Faisant suite à un très bon premier volet, 28 semaines se devait d'être de bonne qualité. Déception au bout du compte, malgré une première scène absolument géniale dans sa réalisation, car elle prend bien aux tripes. Mais le film prend des allures de grosse production, et perso, je me suis bien fait chier vers la fin. Ce n'est quand même pas un navet, mais c'est loin d'être un bon film."
0,"Une suite qui n'a plus rien à voir avec le premier, tant par le traitement du sujet, que par le style, c'est un partit pris, mais, on aurait peut-être aimé retrouver un personnage du premier, au moins pour faire un lien.On sent que les américains ont pris possession du sujet, certes les moyens sont plus gros, mais, est-ce pour autant un meilleur film, pas vraiment.On est moins dans le côté intimiste, et plus dans l'action, on se demande aussi pourquoi, le zombi ''principal'' serait d'ôter d'une réflexion alors que cette maladie n'a que quelques jours d'existences, comment pourrait-il se retrouver à certains endroits, come s'il traquait une proie spécifique.Le film souffre donc, de comparaison avec son prédécesseur, comme toutes les suites; mais même s'il a voulu se démarquer, on est bien trop loin du style de Danny Boyle.On est surpris par un casting de haute volée, pour un film bancal, avec des scènes improbables, comme ces gosses qui s'échappent assez facilement d'un espace fortifié et gardé par des snipers et autres élites de l'armée de l'OTAN. On en gardera pas un souvenirs intarissable."
0,"Au royaume des suites il est souvent difficile de survivre. Heureusement sous l'égide de Danny Boyle tout reste possible. Ce second opus ne dépassera pas son prédecesseur mais le talonnera de près. Le principale souci du film est le manque de tension (incomparable au premier) après une scène d'ouverture dantesque digne des plus Grands nous avons droit à une course poursuite non stop. Il n'y aura donc pas de tension montante dans un lieu clos ou dans lequel on doit rester mais juste une fuite et une échappée vers un monde sûr. Ce détail, important en soi, donne une autre tournure, un autre gage au film (moins intéressant que 28 days later pour le coup); mais le réalisateur et son talent (perceptible dans Intacto) réussisse à faire de ce film un petit objet croustillant à souhait et original...Plein d'idées de mise en scènes créees une tension tout de même présente (la scène de l'escalator est à elle seule un petit bijou simple mais efficace). La photo et le montage du film nappent encore plus la qualité de la réalisation et donne un film plus que correct au scénario, hélas plus que simple...mais pour une fois la réalisation n'en pâtie pas, bien au contraire elle et les comédiens sauve ce film digne d'être pas devant mais au moins à côté de son prédecesseur...A voir..."
0,Un début assez convaincant pour cette suite de 28 jours plus tard. Puis le propos se perd peu à peu dans un scénario qui accumule invraisemblances et fautes de goût. La fin est carrément grotesque autant qu’illogique (si je l’ai bien comprise). Les acteurs tiennent leur rôle avec beaucoup de mérite. Globalement raté et très décevant.
0,"Toute la différence entre « 28 Jours plus tard » et « 28 Semaines plus tard » peut se résumer dans la stratégie de riposte des soldats américains dans le film. On ne fait pas de distinction entre contaminés et non contaminés, on tue tout le monde. Ce film fait, comme les soldats américains, dans la démesure : davantage de carnage, davantage d'effets spéciaux que le premier volet mais moins de réflexion. Or, malheureusement pour moi, ce que j'aime dans les films, c'est leur scénario. Donc, pour les « cérébraux » comme moi, il vaut mieux des films de morts-vivants comme « 28 Jours plus tard » ou « Les Fils de l'Homme » qu'un « 28 Semaines plus tard » trop prévisible et limité côté histoire. 
spoiler: 
Quant à la fin trop annonciatrice d'un troisième volet, elle est vraiment trop commerciale à mon goût."
